,Kursname,Fachbereich,Zugeordnete Einrichtungen,verantwortliche Lehrpersonen,Lehrpersonen,Veranstaltungsart,Kürzel,Semester,SWS,Credits,Link
228,K3: Phonetik und Phonologie II,"['Weitere Studienangebote', 'Lehrveranstaltungen des Fachbereichs 9 - Sprach- und Kulturwissenschaften']","['Institut für Empirische Sprachwissenschaften', 'Hörsaalverwaltung Westend']",[],[],Vorlesung,K3.1,SoSe 2024,6,10,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=371115&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
229,"Hausa Grundkurs Konversation II (ES-BA-AF2.4, ES-MA4-AF4.4, MA-SGA-SK 3.4, MA-SGA-AF 3.4, BA-ASMeK 4.1.4, BA-ASMeK 5.1.4)","['Lehrveranstaltungen des Fachbereichs 9 - Sprach- und Kulturwissenschaften', 'Weitere Studienangebote']",['Institut für Afrikanistik'],[],"[['Zoch< Ulrike< Dr.', '']]",Übung,"BA-ASMeK 4.1.1, BA-ASMeK 5.1.4",SoSe 2024,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=371997&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
230,"Hausa Grundkurs Grammatik II (ES-BA-AF2.3, ES-MA4-AF4.3, MA-SGA-SK 3.3, MA-SGA-AF 3.3., BA-ASMeK 4.1.3, BA-ASMeK 5.1.3)","['Lehrveranstaltungen des Fachbereichs 9 - Sprach- und Kulturwissenschaften', 'Weitere Studienangebote']",['Institut für Afrikanistik'],[],"[['Zoch< Ulrike< Dr.', '']]",Übung,"BA-ASMeK 4.1.3, BA-ASMeK 5.1.3",SoSe 2024,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=372001&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
231,Georgisch II,"['Lehrveranstaltungen des Fachbereichs 9 - Sprach- und Kulturwissenschaften', 'Weitere Studienangebote']",['Institut für Empirische Sprachwissenschaften'],[],"[[""Tandaschwili< Manana< Prof'in. Dr."", '']]",Kurs/Workshop,CS2.1.2,SoSe 2024,2,3,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=371101&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
232,Entfällt - Basiswissen Sprache (BA-ASMeK 1.3),"['Lehrveranstaltungen des Fachbereichs 9 - Sprach- und Kulturwissenschaften', 'Weitere Studienangebote']",['Institut für Afrikanistik'],[],"[['Schwarz< Julia< Dr.', ''], ['Zoch< Ulrike< Dr.', '']]",Seminar,BA-ASMeK 1.3,SoSe 2024,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=371983&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
233,"Die Sprachen Afrikas II (ES-BA-AF1.2, MA-SGA-SK 1.3, BA-ASMeK 1.1)","['Lehrveranstaltungen des Fachbereichs 9 - Sprach- und Kulturwissenschaften', 'Weitere Studienangebote']",['Institut für Afrikanistik'],[],"[['Zoch< Ulrike< Dr.', '']]",Seminar,BA-ASMeK 1.1,SoSe 2024,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=371987&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
234,Altpreußisch,"['Lehrveranstaltungen des Fachbereichs 9 - Sprach- und Kulturwissenschaften', 'Weitere Studienangebote']",['Institut für Empirische Sprachwissenschaften'],[],"[[""Gelumbeckaite< Jolanta< Prof'in. Dr."", '']]",Seminar,BS 5.1.2,SoSe 2024,2,3,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=371114&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
235,Altlitauisch,"['Lehrveranstaltungen des Fachbereichs 9 - Sprach- und Kulturwissenschaften', 'Weitere Studienangebote']",['Institut für Empirische Sprachwissenschaften'],[],"[[""Gelumbeckaite< Jolanta< Prof'in. Dr."", '']]",Proseminar,BS 4.1 + BS4.2,SoSe 2024,4,6,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=371121&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
236,Vorlesung: Schwerter zu Pflugscharen? Krieg und Frieden im Alten Testament,"['Lehrveranstaltungen des Fachbereichs 6 - Evangelische Theologie', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Weitere Studienangebote']",['Altes Testament'],[],"[[""Köhlmoos< Melanie< Prof'in. Dr."", '']]",Vorlesung,,SoSe 2024,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=373361&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
237,Verschmelzung – Vermählung – Symbiose. Metaphern deutsch-jüdischer Zugehörigkeit,"['Lehrveranstaltungen des Fachbereichs 6 - Evangelische Theologie', 'Lehrveranstaltungen des Fachbereichs 7 - Katholische Theologie', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 8 - Philosophie und Geschichtswissenschaften', 'Weitere Studienangebote']",['Martin-Buber-Professur für Jüdische Religionsphilosophie'],[],"[['Sauter< Inka Theresa< Dr.', '']]",Seminar,,SoSe 2024,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=373510&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
238,Theorien und Methoden der Religionswissenschaft,"['Lehrveranstaltungen des Fachbereichs 6 - Evangelische Theologie', 'Lehrveranstaltungen des Fachbereichs 7 - Katholische Theologie', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 9 - Sprach- und Kulturwissenschaften', 'Weitere Studienangebote']",['Religionswissenschaft'],[],"[['Gibson< Nathan < Prof. Dr.', ''], [""Wenzel< Catherina< Prof'in. Dr."", '']]",Vorlesung,,SoSe 2024,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=373501&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
239,Interkulturelle Kommunikationswege in sich wandelnden religiösen Umfeldern,"['Lehrveranstaltungen des Fachbereichs 6 - Evangelische Theologie', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 9 - Sprach- und Kulturwissenschaften', 'Weitere Studienangebote']",['Religionswissenschaft'],[],"[['Gibson< Nathan < Prof. Dr.', '']]",Seminar,,SoSe 2024,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=373498&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
240,ENTFÄLLT: Religion in politischen Konflikten als pädagogische Herausforderung. Zum Beispiel: Antisemitismus und Islamfeindlichkeit,"['Lehrveranstaltungen des Fachbereichs 9 - Sprach- und Kulturwissenschaften', 'Weitere Studienangebote', 'Lehrveranstaltungen des Fachbereichs 6 - Evangelische Theologie', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)']",['Religionspädagogik'],[],[],Seminar,,SoSe 2024,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=373456&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
241,Einführung in Leben und Werk Martin Luthers,"['Lehrveranstaltungen des Fachbereichs 6 - Evangelische Theologie', 'Weitere Studienangebote', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)']",['Historische Theologie'],[],"[['Wriedt< Markus< Prof. Dr.', '']]",Vorlesung,,SoSe 2024,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=373403&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
242,Einführung in die Religionswissenschaft,"['Lehrveranstaltungen des Fachbereichs 6 - Evangelische Theologie', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Weitere Studienangebote']",['Religionswissenschaft'],[],"[['Rydryck< Michael< Dr.', '']]",Proseminar,,SoSe 2024,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=380469&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
243,Einführung in die Methoden der Kirchengeschichte,"['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 6 - Evangelische Theologie', 'Weitere Studienangebote']",['Historische Theologie'],[],"[['Dücker< Malte', '']]",Proseminar,,SoSe 2024,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=371904&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
244,Grundkenntnisse über den Koran,"['Lehrveranstaltungen des Fachbereichs 6 - Evangelische Theologie', 'Lehrveranstaltungen des Fachbereichs 9 - Sprach- und Kulturwissenschaften', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Weitere Studienangebote']",['Institut für Studien der Kultur und Religion des Islam'],"[['Özsoy< Ömer< Prof. Dr.', 'verantwortlich']]",[],Vorlesung,"LA L2 IR 1 (2019), LA L3 IR 1 (2019), BA RW 007d (2016) HF, MA RW 026d (2016)",SoSe 2024,2,2,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=380669&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
245,Geschichte des Islams in der Moderne,"['Lehrveranstaltungen des Fachbereichs 6 - Evangelische Theologie', 'Weitere Studienangebote', 'Lehrveranstaltungen des Fachbereichs 9 - Sprach- und Kulturwissenschaften', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)']",['Institut für Studien der Kultur und Religion des Islam'],"[[""Omerika< Armina< Prof'in. Dr."", 'verantwortlich']]",[],Vorlesung,BA ISt 4-1 HF (2020),SoSe 2024,2,2,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=379576&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
246,Geschichte der islamischen Jurisprudenz und Rechtstheorie,"['Lehrveranstaltungen des Fachbereichs 6 - Evangelische Theologie', 'Lehrveranstaltungen des Fachbereichs 9 - Sprach- und Kulturwissenschaften', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Weitere Studienangebote']",['Institut für Studien der Kultur und Religion des Islam'],[],"[['Akyol< Bahattin', '']]",Seminar,"BA ISt 6-1 (2020), BA ISt 11 (2017), LA L2 IR 7 (2016), LA L3 IR 7 (2016), MA RW 027d (2016)",SoSe 2024,2,3,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=383922&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
247,Einführung in die Grundtexte des Islams (Koran und Ḥadīṯ),"['Weitere Studienangebote', 'Lehrveranstaltungen des Fachbereichs 9 - Sprach- und Kulturwissenschaften', 'Lehrveranstaltungen des Fachbereichs 6 - Evangelische Theologie']",['Institut für Studien der Kultur und Religion des Islam'],"[['Özsoy< Ömer< Prof. Dr.', 'verantwortlich']]",[],Vorlesung,BA ISt 3-1 (2020),SoSe 2024,2,2,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=384270&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
248,Theologische Themen des Neuen Testament - Eine Einführung in die Christologie,"['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 7 - Katholische Theologie', 'Weitere Studienangebote']",['Fachbereich 7 - Katholische Theologie'],[],"[['Sommer< Michael < Prof. Dr. theol.', '']]",Seminar,"BA-HF-M8-Lv2, BA-Nf-M5-Lv2, L1(2019)-M1-Lv1, L1-Lang-M4-Lv2, L2/L5-M5-Lv2, L3-M5-Lv2, MA-RK-M1a-Lv5",SoSe 2024,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=379516&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
249,"Religiosität wahrnehmen, fördern und begleiten L2/L3/BA","['Weitere Studienangebote', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 7 - Katholische Theologie']",['Fachbereich 7 - Katholische Theologie'],[],"[['Pisonic< Klara', '']]",Proseminar,"BA-HF-M5-Lv1, BA-NF-M3-Lv4, L2-M3-Lv1, L3-M3-Lv1",SoSe 2024,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=372316&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
250,"Religiosität Wahrnehmen, fördern und begleiten L1/L5","['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Weitere Studienangebote']",['Fachbereich 7 - Katholische Theologie'],[],"[[""Baumert< Britta< Prof'in. Dr."", '']]",Proseminar,"L1(2019)-M3-Lv1, L1-Kurz-M2-Lv1, L1-Lang-M3-Lv1, L5-M3-Lv1,",SoSe 2024,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=372411&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
251,Religiöses Lernen und Lehren in der Pluralität,"['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 7 - Katholische Theologie', 'Weitere Studienangebote']",['Fachbereich 7 - Katholische Theologie'],[],"[[""Baumert< Britta< Prof'in. Dr."", '']]",Vorlesung,"BA-HF-M7-Lv1, L1(2019)-M6a/b-Lv1, L1-Kurz-M4-Lv1, L1-Lang-M5-Lv1, L2/L5-M4-Lv1, L3-M4-Lv1",SoSe 2024,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=379514&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
252,Problemfelder der Kirchengeschichte,"['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 6 - Evangelische Theologie', 'Lehrveranstaltungen des Fachbereichs 7 - Katholische Theologie', 'Weitere Studienangebote']",['Fachbereich 7 - Katholische Theologie'],[],"[['Nebgen< Christoph< Prof. Dr.', '']]",Vorlesung,"BA-HF-M10-Lv3, BA-NF-M4-Lv3, L2/L5-M6-Lv1, L3-M6-Lv3, BA-RW-008, L1-Lang-M6-Lv1",SoSe 2024,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=379764&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
253,Philosophische Propädeutik- Einführung in die Religionsphilosophie,"['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 6 - Evangelische Theologie', 'Lehrveranstaltungen des Fachbereichs 7 - Katholische Theologie', 'Lehrveranstaltungen des Fachbereichs 9 - Sprach- und Kulturwissenschaften', 'Weitere Studienangebote']",['Fachbereich 7 - Katholische Theologie'],[],"[['Schmidt< Thomas M.< Prof. Dr.', '']]",Proseminar,"BA-HF-M1-Lv2, BA-NF-M1-Lv2, L1-Lang-M7-Lv1, L2/L5-M5-Lv2, L3-M1-Lv2, BA-RW-009",SoSe 2024,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=379495&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
254,Kriterien des christlichen Glaubens und Handelns,"['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 7 - Katholische Theologie', 'Lehrveranstaltungen des Fachbereichs 6 - Evangelische Theologie', 'Weitere Studienangebote']",['Fachbereich 7 - Katholische Theologie'],[],"[['Genath< Lara', ''], ['Mandry< Christof< Prof. Dr.', '']]",Proseminar,"BA-HF-M1-Lv3, BA-NF-M3-LV1, L1(2019)-M1-Lv2, L1-Lang-M1-Lv2, L2-L5-M1-Lv2, L3-M1-Lv3",SoSe 2024,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=372421&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
255,Kirche und Gemeinde im Neuen Testament,"['Lehrveranstaltungen des Fachbereichs 7 - Katholische Theologie', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Weitere Studienangebote']",['Fachbereich 7 - Katholische Theologie'],[],"[['Sommer< Michael < Prof. Dr. theol.', '']]",Vorlesung,"BA-HF-M10-Lv2, BA-NF-M4-Lv2, L2/L5-M6-Lv2,L3(2019)-M6-Lv2, L3-M7a/b-Lv2",SoSe 2024,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=372393&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
256,Karma und Wiedergeburt,"['Lehrveranstaltungen des Fachbereichs 6 - Evangelische Theologie', 'Lehrveranstaltungen des Fachbereichs 7 - Katholische Theologie', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Weitere Studienangebote']",['Fachbereich 7 - Katholische Theologie'],[],"[['Serikov< Vladislav < Dr.', '']]",Seminar,"BA-RW 001, BA-RW-003, BA-RW-007, BA-NF-M1-Lv2, L3-M3-Lv2, L2/L5-M3-Lv2",SoSe 2024,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=379506&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
257,Glaube und Geschichte,"['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 6 - Evangelische Theologie', 'Lehrveranstaltungen des Fachbereichs 7 - Katholische Theologie', 'Weitere Studienangebote']",['Fachbereich 7 - Katholische Theologie'],[],"[['Nebgen< Christoph< Prof. Dr.', '']]",Proseminar,"BA-HF-M4-Lv2, BA-NF-M2-Lv2, L1(2019)-M4-Lv2, L1-Kurz-M2-Lv2, L1-Lang-M2-Lv1, L2/L5-M2-Lv2, L3-M2-Lv2, MA-RK-M1a-Lv4, BA-RW-002",SoSe 2024,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=372308&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
258,Einführung in die Hebräische Bibel,"['Lehrveranstaltungen des Fachbereichs 6 - Evangelische Theologie', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 7 - Katholische Theologie', 'Lehrveranstaltungen des Fachbereichs 9 - Sprach- und Kulturwissenschaften', 'Weitere Studienangebote']",['Fachbereich 7 - Katholische Theologie'],[],"[['Nitsche< Martin < Dr. theol.', '']]",Vorlesung,"BA-HF-M4-Lv4, BA-NF-M2-Lv4, L1(2019)-M4-Lv1, L2/L5-M2-Lv4, L3-M2-Lv4,BA-RW-007",SoSe 2024,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=379508&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
259,Einführung in das Neue Testament,"['Lehrveranstaltungen des Fachbereichs 6 - Evangelische Theologie', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 7 - Katholische Theologie', 'Lehrveranstaltungen des Fachbereichs 9 - Sprach- und Kulturwissenschaften', 'Weitere Studienangebote']",['Fachbereich 7 - Katholische Theologie'],[],"[['Sommer< Michael < Prof. Dr. theol.', '']]",Vorlesung,"BA-HF-M4-Lv3, BA-NF-Lv3, L1(2019)-M2-Lv2, L2/L5-M2-Lv3, L3-M2-Lv3, BA-RW-007",SoSe 2024,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=372324&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
260,"Die Weisheit ruft (Spr 1,20) - Einführung in die Alttestamentliche Weisheitsliteratur","['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 7 - Katholische Theologie', 'Lehrveranstaltungen des Fachbereichs 9 - Sprach- und Kulturwissenschaften', 'Weitere Studienangebote']",['Fachbereich 7 - Katholische Theologie'],[],"[['Nitsche< Martin < Dr. theol.', '']]",Seminar,"BA-HF-M8-Lv1, BA-NF-M5-Lv1, L1-Lang-M4-Lv2, L3-M5-Lv1, MA-RK-M1a-Lv5, L3-M8b",SoSe 2024,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=372243&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
261,Die Bibel im Unterricht,"['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Weitere Studienangebote']",['Fachbereich 7 - Katholische Theologie'],[],"[['Sommer< Michael < Prof. Dr. theol.', '']]",Seminar,"L1(2019)-M2-Lv1, L1-Kurz-M1-Lv2, L1-Lang-M4-Lv1",SoSe 2024,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=379515&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
262,Biblische Methodenlehre,"['Lehrveranstaltungen des Fachbereichs 7 - Katholische Theologie', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Weitere Studienangebote']",['Fachbereich 7 - Katholische Theologie'],[],"[['Kraus< Isabel Marie < Mag. Theol.', '']]",Proseminar,"Ba-HF-M4-Lv1, L2/L5-M2-Lv1, L3-M2-Lv1, MA-RK-M1a-Lv5, BA-NF-M2-Lv1",SoSe 2024,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=372263&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
263,"(Von) Christus(-) rede(n) – in Wort, Tat und Ton","['Lehrveranstaltungen des Fachbereichs 6 - Evangelische Theologie', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Weitere Studienangebote']",['Praktische Theologie'],[],"[[""Hoffmann< Christine Wenona< Prof'in. Dr."", '']]",Seminar,,SoSe 2024,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=373447&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
264,Frühchristliche Evangelien und der historische Jesus,"['Lehrveranstaltungen des Fachbereichs 6 - Evangelische Theologie', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 9 - Sprach- und Kulturwissenschaften', 'Weitere Studienangebote']",['Neues Testament'],[],"[['Jacobi< Christine< Priv. Doz. Dr.', '']]",Vorlesung,,SoSe 2024,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=373394&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
265,Einführung in die Systematische Theologie,"['Lehrveranstaltungen des Fachbereichs 6 - Evangelische Theologie', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Weitere Studienangebote']",['Systematische Theologie'],[],"[['Winter-Tietel< Roman< Dr.', '']]",Proseminar,,SoSe 2024,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=373431&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
266,Statistik,"['Weitere Studienangebote', 'Lehrveranstaltungen des Fachbereichs 2 - Wirtschaftswissenschaften']",['Professur für Statistik und Methoden der Ökonometrie'],"[['Gutknecht< Daniel< Prof.< Ph.D.', 'verantwortlich']]",[],Vorlesung mit Übung,OSTA,SoSe 2024,6,10/15,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=372730&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
267,Recht für Wirtschaftswissenschaften / Recht für Wirtschaftswissenschaftler,"['Weitere Studienangebote', 'Lehrveranstaltungen des Fachbereichs 2 - Wirtschaftswissenschaften', 'Lehrveranstaltungen des Fachbereichs 6 - Evangelische Theologie', 'Lehrveranstaltungen des Fachbereichs 12 - Informatik und Mathematik']",['Dekanat FB 02'],"[['Rapp< Julian< Priv. Doz. Dr.< LL.M.', 'verantwortlich'], ['von Gall< Caroline< Jun. Prof. Dr.', 'verantwortlich']]",[],Vorlesung mit Übung,OREC,SoSe 2024,3,5,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=372727&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
268,"Philosophie, Politik und Wirtschaft","['Weitere Studienangebote', 'Lehrveranstaltungen des Fachbereichs 2 - Wirtschaftswissenschaften', 'Lehrveranstaltungen des Fachbereichs 12 - Informatik und Mathematik', 'Lehrveranstaltungen des Fachbereichs 14 - Biochemie, Chemie und Pharmazie']","['Professur für VWL, insb. Wirtschaftspolitik']","[['Klump< Rainer< Prof. Dr.', 'verantwortlich']]",[],Vorlesung mit Übung,OPPE,SoSe 2024,3,5,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=372732&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
269,Mikroökonomik 1,"['Weitere Studienangebote', 'Lehrveranstaltungen des Fachbereichs 2 - Wirtschaftswissenschaften', 'Lehrveranstaltungen des Fachbereichs 12 - Informatik und Mathematik', 'Lehrveranstaltungen des Fachbereichs 3 - Gesellschaftswissenschaften', 'Lehrveranstaltungen des Fachbereichs 14 - Biochemie, Chemie und Pharmazie']","['Professur für VWL, insb. Mikroökonomie']","[['Blonski< Matthias< Prof. Dr.', 'verantwortlich']]",[],Vorlesung mit Übung,OMIK,SoSe 2024,6,10,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=372749&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
270,Mathematik für Wirtschaftswissenschaften / Mathematik für Wirtschaftswissenschaftler,"['Weitere Studienangebote', 'Lehrveranstaltungen des Fachbereichs 2 - Wirtschaftswissenschaften']",['Professur für Marketing Management'],"[[""Kim< Ju-Young< Prof'in. Dr."", 'verantwortlich']]",[],Vorlesung mit Übung,OMAT,SoSe 2024,6,10,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=372729&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
